Ville,Nombre d'habitants,Type d'agglomeration
Saint-Martin-de-Crau,13364,Petite Ville
Vaires-sur-Marne,13340,Petite Ville
Belleville-en-Beaujolais,13336,Petite Ville
Gien,13305,Petite Ville
Amilly,13279,Petite Ville
Plougastel-Daoulas,13277,Petite Ville
Lourdes,13247,Petite Ville
Andrésy,13236,Petite Ville
Kingersheim,13230,Petite Ville
Billère,13229,Petite Ville
Autun,13205,Petite Ville
Noyon,13197,Petite Ville
Anzin,13195,Petite Ville
Genas,13195,Petite Ville
Outreau,13178,Petite Ville
Gex,13177,Petite Ville
Saint-Orens-de-Gameville,13163,Petite Ville
Valbonne,13162,Petite Ville
Beausoleil,13153,Petite Ville
Fontenay-le-Comte,13138,Petite Ville
Morangis,13131,Petite Ville
Mouvaux,13020,Petite Ville
Saint-André-lez-Lille,13004,Petite Ville
Ostwald,12985,Petite Ville
Monteux,12979,Petite Ville
Nemours,12966,Petite Ville
Roquebrune-Cap-Martin,12966,Petite Ville
Châteaudun,12949,Petite Ville
Graulhet,12914,Petite Ville
Tarnos,12914,Petite Ville
Carros,12875,Petite Ville
Villeneuve-lès-Avignon,12848,Petite Ville
Freyming-Merlebach,12840,Petite Ville
Mayenne,12805,Petite Ville
Creutzwald,12772,Petite Ville
Comines,12749,Petite Ville
Châlette-sur-Loing,12743,Petite Ville
Saint-André-de-Cubzac,12735,Petite Ville
Val-de-Reuil,12702,Petite Ville
Saint-André-les-Vergers,12701,Petite Ville
Yzeure,12701,Petite Ville
Guéret,12698,Petite Ville
Vidauban,12693,Petite Ville
Cusset,12677,Petite Ville
Auriol,12667,Petite Ville
Canet-en-Roussillon,12653,Petite Ville
Bayeux,12640,Petite Ville
Betton,12637,Petite Ville
Bischwiller,12606,Petite Ville
Les Ponts-de-Cé,12589,Petite Ville
Amboise,12569,Petite Ville
Granville,12558,Petite Ville
Pont-Sainte-Maxence,12512,Petite Ville
Bonneville,12511,Petite Ville
Moret-Loing-et-Orvanne,12507,Petite Ville
Seclin,12505,Petite Ville
Castelnaudary,12467,Petite Ville
Vernouillet,12411,Petite Ville
Aubenas,12403,Petite Ville
Brignais,12403,Petite Ville
Petite-Île,12401,Petite Ville
Mèze,12385,Petite Ville
La Motte-Servolex,12377,Petite Ville
Triel-sur-Seine,12360,Petite Ville
L'Union,12339,Petite Ville
Mende,12336,Petite Ville
La Chapelle-Saint-Luc,12324,Petite Ville
Pont-du-Château,12324,Petite Ville
Claye-Souilly,12316,Petite Ville
Cuers,12298,Petite Ville
Andernos-les-Bains,12284,Petite Ville
Sarrebourg,12278,Petite Ville
Harnes,12277,Petite Ville
Oissel,12266,Petite Ville
Riedisheim,12258,Petite Ville
Barentin,12239,Petite Ville
Raismes,12201,Petite Ville
Épinay-sous-Sénart,12197,Petite Ville
Saint-François,12184,Petite Ville
La Queue-en-Brie,12148,Petite Ville
Saint-Hilaire-de-Riez,12137,Petite Ville
Rognac,12136,Petite Ville
Sablé-sur-Sarthe,12123,Petite Ville
Fonsorbes,12119,Petite Ville
Provins,12115,Petite Ville
Juvignac,12104,Petite Ville
Aubergenville,12082,Petite Ville
Bully-les-Mines,12080,Petite Ville
Quimperlé,12077,Petite Ville
Saint-Cyr-sur-Mer,12058,Petite Ville
Châteaubriant,12016,Petite Ville
Obernai,12015,Petite Ville
Marly,12014,Petite Ville
Pacé,12004,Petite Ville
Solliès-Pont,11974,Petite Ville
Chambray-lès-Tours,11956,Petite Ville
Florange,11939,Petite Ville
Saint-Avé,11912,Petite Ville
Ifs,11902,Petite Ville
Somain,11869,Petite Ville
Gisors,11863,Petite Ville
La Trinité,11860,Petite Ville
Le Chambon-Feugerolles,11857,Petite Ville
Villecresnes,11846,Petite Ville
Saint-Jean-de-Védas,11843,Petite Ville
Pornichet,11828,Petite Ville
Onet-le-Château,11797,Petite Ville
Cogolin,11794,Petite Ville
Seyssinet-Pariset,11792,Petite Ville
Talant,11788,Petite Ville
Rivière-Salée,11780,Petite Ville
Maizières-lès-Metz,11776,Petite Ville
Guidel,11743,Petite Ville
Baugé-en-Anjou,11735,Petite Ville
L'Isle-Adam,11723,Petite Ville
Le Relecq-Kerhuon,11710,Petite Ville
Villefranche-de-Rouergue,11681,Petite Ville
Rivière-Pilote,11675,Petite Ville
Saint-Gaudens,11664,Petite Ville
Saint-Estève,11642,Petite Ville
Nœux-les-Mines,11638,Petite Ville
Mana,11605,Petite Ville
Le Haillan,11567,Petite Ville
Cernay,11559,Petite Ville
Bolbec,11551,Petite Ville
Plan-de-Cuques,11522,Petite Ville
Saint-Pierre-du-Perray,11514,Petite Ville
La Londe-les-Maures,11493,Petite Ville
Ploufragan,11487,Petite Ville
Les Avirons,11470,Petite Ville
Thiers,11470,Petite Ville
Vauvert,11465,Petite Ville
Vitry-le-François,11458,Petite Ville
Craponne,11453,Petite Ville
Hœnheim,11446,Petite Ville
Pamandzi,11442,Petite Ville
Chauny,11438,Petite Ville
Vedène,11423,Petite Ville
Enghien-les-Bains,11416,Petite Ville
Fourmies,11403,Petite Ville
Méricourt,11374,Petite Ville
Septèmes-les-Vallons,11366,Petite Ville
Louvres,11356,Petite Ville
Passy,11350,Petite Ville
Sassenage,11339,Petite Ville
Bruay-sur-l'Escaut,11325,Petite Ville
Issoudun,11314,Petite Ville
Saverne,11303,Petite Ville
Saint-Junien,11295,Petite Ville
Yvetot,11280,Petite Ville
Saint-Saulve,11268,Petite Ville
La Hague,11257,Petite Ville
Doué-en-Anjou,11224,Petite Ville
Dugny,11200,Petite Ville
Mainvilliers,11186,Petite Ville
Mios,11180,Petite Ville
Arpajon,11165,Petite Ville
Saint-Martin-Boulogne,11165,Petite Ville
Corbas,11161,Petite Ville
Sada,11156,Petite Ville
La Roche-sur-Foron,11155,Petite Ville
Saint-Jean,11114,Petite Ville
Lézignan-Corbières,11112,Petite Ville
Allonnes,11108,Petite Ville
Marquette-lez-Lille,11105,Petite Ville
Épinay-sur-Orge,11102,Petite Ville
Vaux-le-Pénil,11102,Petite Ville
Ancenis-Saint-Géréon,11081,Petite Ville
Arcachon,11076,Petite Ville
Saint-Germain-lès-Arpajon,11068,Petite Ville
Biganos,11065,Petite Ville
Le Luc,11058,Petite Ville
Chevigny-Saint-Sauveur,11055,Petite Ville
Saint-Cyprien,11048,Petite Ville
Villepreux,11044,Petite Ville
Stiring-Wendel,11043,Petite Ville
Porto-Vecchio,11040,Petite Ville
Pontchâteau,11030,Petite Ville
Panazol,11002,Petite Ville
Gravelines,11001,Petite Ville
Guebwiller,10988,Petite Ville
Guilherand-Granges,10965,Petite Ville
Cesson,10937,Petite Ville
Riorges,10917,Petite Ville
Brissac Loire Aubance,10906,Petite Ville
Valentigney,10897,Petite Ville
Montlouis-sur-Loire,10895,Petite Ville
Apt,10889,Petite Ville
Ville-d'Avray,10883,Petite Ville
Le Pont-de-Claix,10879,Petite Ville
Maromme,10845,Petite Ville
Chassieu,10844,Petite Ville
Tournon-sur-Rhône,10835,Petite Ville
Dammartin-en-Goële,10830,Petite Ville
Lavaur,10820,Petite Ville
Étaples,10813,Petite Ville
Castelginest,10784,Petite Ville
Briançon,10780,Petite Ville
Erstein,10739,Petite Ville
Boulazac Isle Manoire,10738,Petite Ville
Dourdan,10733,Petite Ville
Chanteloup-les-Vignes,10730,Petite Ville
Voisins-le-Bretonneux,10722,Petite Ville
Wambrechies,10716,Petite Ville
Thouaré-sur-Loire,10704,Petite Ville
Annœullin,10679,Petite Ville
Amnéville,10668,Petite Ville
Oloron-Sainte-Marie,10653,Petite Ville
Déville-lès-Rouen,10644,Petite Ville
Léognan,10641,Petite Ville
Beaumont,10630,Petite Ville
Ferney-Voltaire,10612,Petite Ville
Chantilly,10604,Petite Ville
Longuenesse,10600,Petite Ville
Argelès-sur-Mer,10593,Petite Ville
Héricourt,10592,Petite Ville
Fondettes,10585,Petite Ville
Aubière,10581,Petite Ville
Tarare,10572,Petite Ville
Pélissanne,10561,Petite Ville
Châteaugiron,10541,Petite Ville
Ormesson-sur-Marne,10528,Petite Ville
Portes-lès-Valence,10526,Petite Ville
Marck,10523,Petite Ville
Pierre-Bénite,10508,Petite Ville
Trets,10507,Petite Ville
Saint-Claude,10506,Petite Ville
Le Pradet,10496,Petite Ville
Sainte-Savine,10496,Petite Ville
Urrugne,10495,Petite Ville
Pont-Saint-Esprit,10482,Petite Ville
Orthez,10466,Petite Ville
Villeneuve-lès-Maguelone,10463,Petite Ville
Tinqueux,10456,Petite Ville
Jeumont,10447,Petite Ville
Thorigny-sur-Marne,10427,Petite Ville
Le Taillan-Médoc,10416,Petite Ville
Vieux-Condé,10409,Petite Ville
Villebon-sur-Yvette,10406,Petite Ville
Saint-Gély-du-Fesc,10397,Petite Ville
Gerzat,10395,Petite Ville
Villers-Cotterêts,10392,Petite Ville
La Riche,10372,Petite Ville
Cabestany,10368,Petite Ville
Courrières,10360,Petite Ville
Wittelsheim,10358,Petite Ville
Gaillard,10350,Petite Ville
Pia,10334,Petite Ville
Bondoufle,10326,Petite Ville
Croissy-sur-Seine,10324,Petite Ville
Pernes-les-Fontaines,10294,Petite Ville
Bandrele,10282,Petite Ville
Avranches,10277,Petite Ville
Clermont,10268,Petite Ville
Vernouillet,10266,Petite Ville
Port-Jérôme-sur-Seine,10264,Petite Ville
Chantepie,10236,Petite Ville
Dinard,10235,Petite Ville
Carentan-les-Marais,10227,Petite Ville
Auchel,10221,Petite Ville
Mouans-Sartoux,10215,Petite Ville
Ouangani,10203,Petite Ville
Miribel,10202,Petite Ville
Charvieu-Chavagneux,10194,Petite Ville
Fuveau,10164,Petite Ville
Limoux,10161,Petite Ville
Igny,10157,Petite Ville
Douchy-les-Mines,10144,Petite Ville
Oignies,10130,Petite Ville
Chambly,10127,Petite Ville
Neuville-en-Ferrain,10126,Petite Ville
Saint-Esprit,10120,Petite Ville
Eybens,10112,Petite Ville
Villeneuve-Tolosane,10112,Petite Ville
Andrézieux-Bouthéon,10108,Petite Ville
Parthenay,10108,Petite Ville
La Trinité,10103,Petite Ville
Villerupt,10098,Petite Ville
La Chapelle-Saint-Mesmin,10095,Petite Ville
Blain,10086,Petite Ville
Montigny-en-Gohelle,10086,Petite Ville
Aizenay,10067,Petite Ville
Brumath,10061,Petite Ville
Fouesnant,10060,Petite Ville
Mondeville,10054,Petite Ville
Pfastatt,10054,Petite Ville
Treillières,10054,Petite Ville
Saint-Laurent-de-la-Salanque,10053,Petite Ville
Saint-Max,10046,Petite Ville
Lambesc,10018,Petite Ville
Cabriès,10006,Petite Ville
Buxerolles,10001,Petite Ville
Divonne-les-Bains,9999,Petite Ville
Caudebec-lès-Elbeuf,9996,Petite Ville
Méry-sur-Oise,9983,Petite Ville
Soyaux,9969,Petite Ville
Auterive,9966,Petite Ville
Marly,9961,Petite Ville
Mazamet,9953,Petite Ville
Saint-Loubès,9953,Petite Ville
Aniche,9944,Petite Ville
Feyzin,9926,Petite Ville
Gignac-la-Nerthe,9899,Petite Ville
Basse-Terre,9892,Petite Ville
Pont-Audemer,9891,Petite Ville
Saint-Grégoire,9881,Petite Ville
Roche-la-Molière,9878,Petite Ville
Carmaux,9870,Petite Ville
Lillers,9866,Petite Ville
Rombas,9864,Petite Ville
Portet-sur-Garonne,9832,Petite Ville
Fosses,9830,Petite Ville
Bourg-de-Péage,9818,Petite Ville
Maxéville,9816,Petite Ville
Albert,9814,Petite Ville
Le Beausset,9802,Petite Ville
Parempuyre,9786,Petite Ville
Ploërmel,9785,Petite Ville
Figeac,9784,Petite Ville
Darnétal,9780,Petite Ville
Maripasoula,9768,Petite Ville
Bondues,9759,Petite Ville
Gros-Morne,9758,Petite Ville
Grigny,9739,Petite Ville
Pierrelaye,9734,Petite Ville
Dombasle-sur-Meurthe,9733,Petite Ville
Grand-Couronne,9731,Petite Ville
Saint-Pierre-du-Mont,9726,Petite Ville
Seysses,9725,Petite Ville
Serris,9699,Petite Ville
Merville,9692,Petite Ville
Saint-Rémy-de-Provence,9692,Petite Ville
La Ferté-sous-Jouarre,9672,Petite Ville
Saint-Doulchard,9664,Petite Ville
Bernay,9654,Petite Ville
Petit-Caux,9654,Petite Ville
Loudéac,9652,Petite Ville
Revel,9652,Petite Ville
Mézidon Vallée d'Auge,9624,Petite Ville
Couzeix,9612,Petite Ville
Aire-sur-la-Lys,9610,Petite Ville
La Farlède,9605,Petite Ville
Ézanville,9594,Petite Ville
Lescar,9590,Petite Ville
Apatou,9582,Petite Ville
Biot,9575,Petite Ville
Sallaumines,9575,Petite Ville
Beaumont-sur-Oise,9572,Petite Ville
Saint-Lys,9555,Petite Ville
Leers,9548,Petite Ville
Ingré,9541,Petite Ville
Luçon,9541,Petite Ville
Fillière,9534,Petite Ville
Arques,9521,Petite Ville
Foix,9515,Petite Ville
Voreppe,9514,Petite Ville
Saint-Amand-Montrond,9490,Petite Ville
Saint-Sulpice-la-Pointe,9480,Petite Ville
Le Muy,9468,Petite Ville
Quincy-sous-Sénart,9463,Petite Ville
Carqueiranne,9462,Petite Ville
Crosne,9458,Petite Ville
Condé-sur-l'Escaut,9445,Petite Ville
Escaudain,9445,Petite Ville
Ouistreham,9438,Petite Ville
Pérols,9438,Petite Ville
Nogent-le-Rotrou,9433,Petite Ville
Sainte-Luce,9425,Petite Ville
Magny-les-Hameaux,9417,Petite Ville
Cosne-Cours-sur-Loire,9415,Petite Ville
Vallet,9412,Petite Ville
Basse-Goulaine,9410,Petite Ville
Elne,9402,Petite Ville
Aytré,9397,Petite Ville
Jarville-la-Malgrange,9396,Petite Ville
Frouzins,9382,Petite Ville
Joigny,9381,Petite Ville
Valréas,9381,Petite Ville
Léguevin,9361,Petite Ville
Vétraz-Monthoux,9360,Petite Ville
Le Passage,9352,Petite Ville
Molsheim,9352,Petite Ville
Hagondange,9332,Petite Ville
Redon,9315,Petite Ville
Launaguet,9309,Petite Ville
Le Crès,9305,Petite Ville
Essarts en Bocage,9300,Petite Ville
Savenay,9283,Petite Ville
Lorgues,9280,Petite Ville
Borgo,9254,Petite Ville
Livron-sur-Drôme,9254,Petite Ville
Le Rheu,9247,Petite Ville
Aucamville,9245,Petite Ville
Bures-sur-Yvette,9240,Petite Ville
L'Isle-Jourdain,9227,Petite Ville
Saint-Jean-le-Blanc,9225,Petite Ville
Paray-le-Monial,9218,Petite Ville
Saint-Philbert-de-Grand-Lieu,9213,Petite Ville
Tonneins,9213,Petite Ville
Belley,9207,Petite Ville
Saint-Barthélemy-d'Anjou,9207,Petite Ville
Landivisiau,9204,Petite Ville
Nort-sur-Erdre,9198,Petite Ville
Varennes-Vauzelles,9195,Petite Ville
Capbreton,9181,Petite Ville
Beuvry,9164,Petite Ville
Ussel,9162,Petite Ville
Audenge,9136,Petite Ville
Clermont-l'Hérault,9126,Petite Ville
Évian-les-Bains,9117,Petite Ville
Lesquin,9113,Petite Ville
Saint-Jean-d'Illac,9106,Petite Ville
Magny-le-Hongre,9082,Petite Ville
Meulan-en-Yvelines,9080,Petite Ville
Pithiviers,9067,Petite Ville
Scionzier,9057,Petite Ville
Lançon-Provence,9052,Petite Ville
Gonfreville-l'Orcher,9042,Petite Ville
Ville-la-Grand,9031,Petite Ville
Mont-Saint-Martin,9020,Petite Ville
Rivesaltes,9020,Petite Ville
Veauche,9001,Petite Ville
Le Portel,8985,Petite Ville
Bougival,8983,Petite Ville
Monistrol-sur-Loire,8962,Petite Ville
Cébazat,8951,Petite Ville
Prévessin-Moëns,8948,Petite Ville
Gouvieux,8946,Petite Ville
Tomblaine,8941,Petite Ville
La Ravoire,8939,Petite Ville
Quetigny,8936,Petite Ville
Séné,8930,Petite Ville
Rouvroy,8925,Petite Ville
Chirongui,8920,Petite Ville
Ombrée d'Anjou,8908,Petite Ville
Nangis,8904,Petite Ville
Beauchamp,8900,Petite Ville
Les Sorinières,8900,Petite Ville
Saint-Claude,8895,Petite Ville
Lamorlaye,8889,Petite Ville
Chaponost,8887,Petite Ville
Grabels,8885,Petite Ville
Le Thor,8883,Petite Ville
Golbey,8882,Petite Ville
Sarzeau,8866,Petite Ville
La Ferté-Bernard,8863,Petite Ville
Grand-Santi,8859,Petite Ville
Morières-lès-Avignon,8848,Petite Ville
Souleuvre en Bocage,8848,Petite Ville
Grenade,8846,Petite Ville
Bellerive-sur-Allier,8844,Petite Ville
Essey-lès-Nancy,8841,Petite Ville
Le Teil,8841,Petite Ville
Dardilly,8829,Petite Ville
Quéven,8816,Petite Ville
Irigny,8805,Petite Ville
Aulnoye-Aymeries,8804,Petite Ville
La Fare-les-Oliviers,8800,Petite Ville
Le Teich,8794,Petite Ville
Sarlat-la-Canéda,8788,Petite Ville
Boucau,8764,Petite Ville
Guichen,8763,Petite Ville
Lillebonne,8761,Petite Ville
Breuillet,8759,Petite Ville
Fontaine-lès-Dijon,8756,Petite Ville
Wingles,8750,Petite Ville
Les Hauts-d'Anjou,8743,Petite Ville
Onnaing,8742,Petite Ville
Périgny,8741,Petite Ville
Petit-Couronne,8732,Petite Ville
Saint-Paul-Trois-Châteaux,8731,Petite Ville
Saint-Jean-de-Monts,8725,Petite Ville
Crest,8707,Petite Ville
Margny-lès-Compiègne,8704,Petite Ville
Chécy,8699,Petite Ville
Domérat,8698,Petite Ville
Hirson,8685,Petite Ville
Isbergues,8683,Petite Ville
Lempdes,8669,Petite Ville
Évron,8667,Petite Ville
Aigues-Mortes,8664,Petite Ville
Artigues-près-Bordeaux,8663,Petite Ville
La Chapelle-d'Armentières,8656,Petite Ville
Le Marin,8647,Petite Ville
L'Île-Saint-Denis,8646,Petite Ville
Chamonix-Mont-Blanc,8644,Petite Ville
La Grande-Motte,8638,Petite Ville
Longvic,8631,Petite Ville
Vaucresson,8627,Petite Ville
Coutras,8623,Petite Ville
Mauléon,8623,Petite Ville
Saint-Chamas,8617,Petite Ville
Le Poiré-sur-Vie,8616,Petite Ville
Vif,8614,Petite Ville
Entraigues-sur-la-Sorgue,8605,Petite Ville
Pérenchies,8584,Petite Ville
Thorigné-Fouillard,8584,Petite Ville
Thaon-les-Vosges,8583,Petite Ville
Velaux,8579,Petite Ville
Roquevaire,8569,Petite Ville
Privas,8567,Petite Ville
Marguerittes,8564,Petite Ville
Vert-Saint-Denis,8564,Petite Ville
Montlhéry,8561,Petite Ville
Le Vauclin,8552,Petite Ville
Plabennec,8545,Petite Ville
Saint-Vallier,8541,Petite Ville
Orchies,8529,Petite Ville
Janzé,8523,Petite Ville
Pibrac,8523,Petite Ville
Poisy,8522,Petite Ville
Le Loroux-Bottereau,8517,Petite Ville
Les Angles,8507,Petite Ville
La Salvetat-Saint-Gilles,8497,Petite Ville
Ergué-Gabéric,8484,Petite Ville
Gennes-Val-de-Loire,8480,Petite Ville
Groslay,8474,Petite Ville
Sautron,8473,Petite Ville
Trégueux,8470,Petite Ville
Roussillon,8460,Petite Ville
Gretz-Armainvilliers,8459,Petite Ville
Le Plessis-Bouchard,8454,Petite Ville
Unieux,8448,Petite Ville
Chantonnay,8434,Petite Ville
Venelles,8432,Petite Ville
Tournan-en-Brie,8429,Petite Ville
Saint-Aubin-lès-Elbeuf,8428,Petite Ville
Vendin-le-Vieil,8419,Petite Ville
Pont-l'Abbé,8392,Petite Ville
Uzès,8390,Petite Ville
Theix-Noyalo,8386,Petite Ville
Châteauneuf-sur-Loire,8382,Petite Ville
Coutances,8380,Petite Ville
Port-Saint-Louis-du-Rhône,8370,Petite Ville
Bandol,8359,Petite Ville
Le Grau-du-Roi,8356,Petite Ville
Feurs,8352,Petite Ville
Lège-Cap-Ferret,8334,Petite Ville
Harfleur,8333,Petite Ville
Varces-Allières-et-Risset,8329,Petite Ville
Soustons,8318,Petite Ville
Chiconi,8295,Petite Ville
Vern-sur-Seiche,8289,Petite Ville
Larmor-Plage,8277,Petite Ville
Saint-Renan,8276,Petite Ville
Carbon-Blanc,8272,Petite Ville
Epagny Metz-Tessy,8271,Petite Ville
Marcoussis,8262,Petite Ville
Téteghem-Coudekerque-Village,8258,Petite Ville
Saint-Pierre-lès-Elbeuf,8251,Petite Ville
Libercourt,8230,Petite Ville
Pignan,8218,Petite Ville
Linselles,8211,Petite Ville
Peymeinade,8211,Petite Ville
Bihorel,8197,Petite Ville
Petit-Canal,8195,Petite Ville
Crolles,8193,Petite Ville
Chartres-de-Bretagne,8190,Petite Ville
Jarny,8190,Petite Ville
Billy-Montigny,8185,Petite Ville
Brunstatt-Didenheim,8168,Petite Ville
Courcelles-lès-Lens,8166,Petite Ville
Bormes-les-Mimosas,8162,Petite Ville
Reignier-Ésery,8150,Petite Ville
La Tour-du-Pin,8148,Petite Ville
Tonnay-Charente,8142,Petite Ville
Liffré,8129,Petite Ville
Guilers,8119,Petite Ville
Donges,8109,Petite Ville
Bouaye,8102,Petite Ville
Trignac,8101,Petite Ville
Vineuil,8084,Petite Ville
Ballan-Miré,8083,Petite Ville
Éguilles,8076,Petite Ville
Chinon,8063,Petite Ville
Puget-sur-Argens,8061,Petite Ville
Souffelweyersheim,8057,Petite Ville
Thuir,8057,Petite Ville
Les Andelys,8055,Petite Ville
Malemort,8050,Petite Ville
La Colle-sur-Loup,8048,Petite Ville
Languidic,8047,Petite Ville
Val de Briey,8041,Petite Ville
Champagnole,8040,Petite Ville
Malzéville,8036,Petite Ville
Mazingarbe,8029,Petite Ville
La Ville-du-Bois,8021,Petite Ville
Saint-Affrique,8018,Petite Ville
Sorbiers,8009,Petite Ville
Le Malesherbois,8004,Petite Ville
Meximieux,7998,Petite Ville
Jouy-en-Josas,7983,Petite Ville
Achicourt,7981,Petite Ville
Boussy-Saint-Antoine,7980,Petite Ville
Lure,7960,Petite Ville
Coulaines,7958,Petite Ville
Pégomas,7956,Petite Ville
Cappelle-la-Grande,7953,Petite Ville
La Ricamarie,7943,Petite Ville
Questembert,7937,Petite Ville
Talmont-Saint-Hilaire,7933,Petite Ville
Wintzenheim,7933,Petite Ville
Aureilhan,7932,Petite Ville
Claix,7927,Petite Ville
Charnay-lès-Mâcon,7925,Petite Ville
Le Mesnil-Esnard,7925,Petite Ville
Saint-Gilles-Croix-de-Vie,7922,Petite Ville
Seyssins,7907,Petite Ville
L'Aigle,7903,Petite Ville
Monts,7896,Petite Ville
Gargenville,7878,Petite Ville
Bessancourt,7876,Petite Ville
Houplines,7870,Petite Ville
Isle,7869,Petite Ville
Le Soler,7868,Petite Ville
Villars,7861,Petite Ville
Pézenas,7857,Petite Ville
Falaise,7849,Petite Ville
Romagnat,7833,Petite Ville
Talange,7832,Petite Ville
Langueux,7824,Petite Ville
Paray-Vieille-Poste,7823,Petite Ville
Gérardmer,7822,Petite Ville
Sérignan,7809,Petite Ville
Saint-Vincent-de-Tyrosse,7798,Petite Ville
Montreuil-Juigné,7791,Petite Ville
Thann,7784,Petite Ville
Les Avenières Veyrins-Thuellin,7777,Petite Ville
Rochefort-du-Gard,7775,Petite Ville
Tullins,7755,Petite Ville
Anse,7754,Petite Ville
Céret,7753,Petite Ville
Hettange-Grande,7753,Petite Ville
Saint-Rémy-lès-Chevreuse,7750,Petite Ville
Lys-Haut-Layon,7748,Petite Ville
La Couronne,7742,Petite Ville
Martignas-sur-Jalle,7741,Petite Ville
Wavrin,7736,Petite Ville
Trois-Rivières,7733,Petite Ville
Biguglia,7732,Petite Ville
Saint-Marcellin,7731,Petite Ville
Cornebarrieu,7715,Petite Ville
Remiremont,7711,Petite Ville
Ballancourt-sur-Essonne,7706,Petite Ville
Mtsamboro,7705,Petite Ville
Marseillan,7692,Petite Ville
Noisy-le-Roi,7692,Petite Ville
Tignieu-Jameyzieu,7685,Petite Ville
Langres,7682,Petite Ville
Sisteron,7669,Petite Ville
Émerainville,7667,Petite Ville
Jaunay-Marigny,7664,Petite Ville
Déols,7659,Petite Ville
Pluvigner,7657,Petite Ville
Salles,7646,Petite Ville
Cavalaire-sur-Mer,7642,Petite Ville
Gourbeyre,7638,Petite Ville
Goyave,7635,Petite Ville
Neuville-sur-Saône,7635,Petite Ville
Saint-Denis-en-Val,7633,Petite Ville
Machecoul-Saint-Même,7626,Petite Ville
Bompas,7625,Petite Ville
Auxonne,7621,Petite Ville
Digoin,7616,Petite Ville
Geispolsheim,7603,Petite Ville
Baillargues,7600,Petite Ville
Guénange,7594,Petite Ville
Rosporden,7594,Petite Ville
Faverges-Seythenex,7591,Petite Ville
Beynes,7585,Petite Ville
Saint-Étienne-de-Montluc,7578,Petite Ville
Saint-Aubin-de-Médoc,7574,Petite Ville
Sausset-les-Pins,7570,Petite Ville
Saint-Jean-de-Maurienne,7560,Petite Ville
Bellegarde,7550,Petite Ville
Corte,7549,Petite Ville
Hasparren,7538,Petite Ville
Saint-Péray,7538,Petite Ville
Contes,7534,Petite Ville
Verrières-en-Anjou,7534,Petite Ville
Loireauxence,7533,Petite Ville
Nieppe,7528,Petite Ville
Saint-Apollinaire,7518,Petite Ville
Mably,7517,Petite Ville
Châteaubourg,7516,Petite Ville
Clisson,7507,Petite Ville
Saint-Julien-de-Concelles,7505,Petite Ville
Publier,7499,Petite Ville
Saint-Yrieix-sur-Charente,7499,Petite Ville
Gleizé,7495,Petite Ville
Moirans,7495,Petite Ville
Wissembourg,7492,Petite Ville
Mordelles,7485,Petite Ville
Ensisheim,7475,Petite Ville
Saint-Germain-lès-Corbeil,7474,Petite Ville
Barlin,7456,Petite Ville
Fresnes-sur-Escaut,7453,Petite Ville
Rethel,7445,Petite Ville
Péronne,7444,Petite Ville
Bain-de-Bretagne,7435,Petite Ville
Bassens,7425,Petite Ville
Ustaritz,7399,Petite Ville
